Title:,"Time Series, Area-Averaged of Air Temperature (Daytime/Ascending) daily 1 (daily)"
User Start Date:,2002-08-31T00:00:00Z
User End Date:,2016-09-25T23:59:59Z
User Bounding Box:,"-175,-60,172.5,86"
Data Bounding Box:,"-174.5,-59.5,172.5,85.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2002-08-31T00:00:00Z&endtime=2016-09-25T23:59:59Z&bbox=-175,-60,172.5,86&data=AIRX3STD_006_Temperature_A(z%3D500%3Aunits%3DC)&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STD_006_Temperature_A):, -9999

time, mean_AIRX3STD_006_Temperature_A
2005-01-25,-15.308691
2005-01-26,-15.2754269
2005-01-27,-15.245306
2005-01-28,-15.311224
2005-01-29,-15.2751827
2005-01-30,-15.1440487
2005-01-31,-14.9541988
2005-02-01,-14.8140316
2005-02-02,-14.674017
2005-02-03,-14.5947323
2005-02-04,-14.496954
2005-02-05,-14.618475
2005-02-06,-14.7446651
2005-02-07,-14.8474789
2005-02-08,-14.9805355
2005-02-09,-15.1821651
2005-02-10,-15.2401791
2005-02-11,-15.1205807
2005-02-12,-15.116766
2005-02-13,-15.0338497
2005-02-14,-14.9781857
2005-02-15,-15.012579
2005-02-16,-15.1569576
2005-02-17,-15.1042538
2005-02-18,-15.0798397
2005-02-19,-15.1291866
2005-02-20,-15.1406307
2005-02-21,-15.1027584
2005-02-22,-15.1789303
2005-02-23,-15.3584652
2005-02-24,-15.538641
2005-02-25,-15.6790829
2005-02-26,-15.608099
2005-02-27,-15.6120968
2005-02-28,-15.6562557
2005-03-01,-15.5320492
2005-03-02,-16.0077877
2005-03-03,-15.309576
2005-03-04,-15.1530819
2005-03-05,-14.9805965
2005-03-06,-14.8171749
2005-03-07,-14.8822689
2005-03-08,-14.88764
2005-03-09,-14.8396053
2005-03-10,-14.7521114
2005-03-11,-14.8548946
2005-03-12,-14.7382259
2005-03-13,-14.9187374
2005-03-14,-14.8900509
2005-03-15,-14.7796688
2005-03-16,-14.734869
2005-03-17,-14.757452
2005-03-18,-14.8877926
2005-03-19,-14.8282528
2005-03-20,-14.8677425
2005-03-21,-14.8428097
2005-03-22,-14.7948666
2005-03-23,-14.7441463
2005-03-24,-14.7252865
2005-03-25,-14.7198238
2005-03-26,-14.8227291
2005-03-27,-14.9671993
2005-03-28,-15.0156002
2005-03-29,-15.056982
2005-03-30,-14.9867611
2005-03-31,-14.8130856
2005-04-01,-14.7549801
2005-04-02,-14.6038265
2005-04-03,-14.4578609
2005-04-04,-14.2790585
2005-04-05,-14.2364864
2005-04-06,-14.2700863
2005-04-07,-14.2731991
2005-04-08,-14.2529964
2005-04-09,-14.302557
2005-04-10,-14.1878109
2005-04-11,-14.0461483
2005-04-12,-13.9840145
2005-04-13,-14.0662594
2005-04-14,-13.9976864
2005-04-15,-14.030035
2005-04-16,-13.8660946
2005-04-17,-14.2577877
2005-04-18,-14.3872433
2005-04-19,-14.5096798
2005-04-20,-14.0232906
2005-04-21,-13.9888973
2005-04-22,-14.0342464
2005-04-23,-14.0904598
2005-04-24,-14.0100765
2005-04-25,-13.9548397
2005-04-26,-14.0242367
2005-04-27,-14.0234127
2005-04-28,-13.9606991
2005-04-29,-14.0397396
2005-04-30,-14.0931454
2005-05-01,-14.0743771
2005-05-02,-14.0497189
2005-05-03,-14.0036373
2005-05-04,-13.9967098
2005-05-05,-13.9201107
2005-05-06,-13.9156246
2005-05-07,-13.9288387
2005-05-08,-13.8820248
2005-05-09,-14.0385189
2005-05-10,-14.148138
2005-05-11,-14.4539852
2005-05-12,-14.0650082
2005-05-13,-14.2144222
2005-05-14,-13.8916683
2005-05-15,-13.8084164
2005-05-16,-13.6659298
2005-05-17,-13.6669369
2005-05-18,-13.6635799
2005-05-19,-13.9072628
2005-05-20,-13.6251278
2005-05-21,-13.536108
2005-05-22,-13.4835873
2005-05-23,-13.6125851
2005-05-24,-13.5621395
2005-05-25,-13.4652767
2005-05-26,-13.3996639
2005-05-27,-13.4028378
2005-05-28,-13.4385128
2005-05-29,-13.3325863
2005-05-30,-13.1754513
2005-05-31,-13.0997372
2005-06-01,-13.0802059
2005-06-02,-13.0203609
2005-06-03,-13.0325985
2005-06-04,-13.0171871
2005-06-05,-13.01264
2005-06-06,-12.9823055
2005-06-07,-12.8940487
2005-06-08,-12.8297176
2005-06-09,-12.8306026
2005-06-10,-12.7844601
2005-06-11,-12.6948605
2005-06-12,-12.6186275
2005-06-13,-12.5562801
2005-06-14,-12.5407772
2005-06-15,-12.4692135
2005-06-16,-12.4674435
2005-06-17,-12.5824947
2005-06-18,-12.8484859
2005-06-19,-12.9591732
2005-06-20,-12.8059139
2005-06-21,-12.6723385
2005-06-22,-12.5444088
2005-06-23,-12.552618
2005-06-24,-12.6073666
2005-06-25,-12.6101437
2005-06-26,-12.6677303
2005-06-27,-12.6039181
2005-06-28,-12.548193
2005-06-29,-12.4074154
2005-06-30,-12.3062496
2005-07-01,-12.1702023
2005-07-02,-12.160223
2005-07-03,-11.9827023
2005-07-04,-11.8620663
2005-07-05,-11.9147396
2005-07-06,-11.9378719
2005-07-07,-11.9417477
2005-07-08,-11.9363766
2005-07-09,-12.0313473
2005-07-10,-12.0527401
2005-07-11,-11.927496
2005-07-12,-11.9447994
2005-07-13,-12.001379
2005-07-14,-12.0134029
2005-07-15,-11.9472103
2005-07-16,-11.8373775
2005-07-17,-11.857275
2005-07-18,-11.7789974
2005-07-19,-11.7560787
2005-07-20,-11.6502438
2005-07-21,-11.549902
2005-07-22,-11.5619564
2005-07-23,-11.5197201
2005-07-24,-11.4825802
2005-07-25,-11.5361385
2005-07-26,-11.6620541
2005-07-27,-11.8619137
2005-07-28,-11.9659481
2005-07-29,-11.9650631
2005-07-30,-11.9997616
2005-07-31,-11.9968319
2005-08-01,-11.9532223
2005-08-02,-11.9429379
2005-08-03,-12.18186
2005-08-04,-11.702795
2005-08-05,-11.5957394
2005-08-06,-11.6530819
2005-08-07,-11.7769527
2005-08-08,-11.8856869
2005-08-09,-11.9110775
2005-08-10,-11.9461727
2005-08-11,-12.0266171
2005-08-12,-12.1110287
2005-08-13,-12.2536373
2005-08-14,-12.2743893
2005-08-15,-12.2880306
2005-08-16,-12.2896175
2005-08-17,-12.3651791
2005-08-18,-12.3378048
2005-08-19,-12.1062374
2005-08-20,-12.1182613
2005-08-21,-12.1692867
2005-08-22,-12.24967
2005-08-23,-12.2407894
2005-08-24,-12.2653866
2005-08-25,-12.2085323
2005-08-26,-12.0969601
2005-08-27,-12.164465
2005-08-28,-12.2224178
2005-08-29,-12.2341671
2005-08-30,-12.1649227
2005-08-31,-12.1753597
2005-09-01,-12.2319088
2005-09-02,-12.2092342
2005-09-03,-12.2300472
2005-09-04,-12.3498898
2005-09-05,-12.4631405
2005-09-06,-12.512579
2005-09-07,-12.6536007
2005-09-08,-12.6617184
2005-09-09,-12.6625729
2005-09-10,-12.6850338
2005-09-11,-12.7063961
2005-09-12,-12.8064632
2005-09-13,-12.8222408
2005-09-14,-12.7353573
2005-09-15,-12.6853695
2005-09-16,-12.7391415
2005-09-17,-12.8206539
2005-09-18,-12.7998409
2005-09-19,-12.9186459
2005-09-20,-13.0909481
2005-09-21,-13.2419491
2005-09-22,-13.3731747
2005-09-23,-13.5874996
2005-09-24,-13.5587826
2005-09-25,-13.4685116
2005-09-26,-13.3471737
2005-09-27,-13.1849728
2005-09-28,-13.2806454
2005-09-29,-13.2233334
2005-09-30,-13.1873837
2005-10-01,-13.1484127
2005-10-02,-13.3679256
2005-10-03,-13.5419979
2005-10-04,-13.4854183
2005-10-05,-13.4099178
2005-10-06,-13.62113
2005-10-07,-13.4575863
2005-10-08,-13.4236507
2005-10-09,-13.4120541
2005-10-10,-13.5977535
2005-10-11,-13.7589779
2005-10-12,-13.84165
2005-10-13,-14.0173397
2005-10-14,-13.7756405
2005-10-15,-13.7144833
2005-10-16,-13.7336483
2005-10-17,-13.7347775
2005-10-18,-14.0793514
2005-10-19,-13.8913326
2005-10-20,-13.872839
2005-10-21,-13.9134274
2005-10-22,-14.005621
2005-10-23,-14.0280514
2005-10-24,-13.9522457
2005-10-25,-13.9565792
2005-10-26,-14.079504
2005-10-27,-14.2840328
2005-10-28,-14.3422604
2005-10-29,-14.3445492
2005-10-30,-14.3202877
2005-10-31,-14.0832882
2005-11-01,-14.1962948
2005-11-02,-14.2158871
2005-11-03,-14.2460995
2005-11-04,-14.3087215
2005-11-05,-14.4314938
2005-11-06,-14.4469051
2005-11-07,-14.4088497
2005-11-08,-14.530035
2005-11-09,-14.3918514
2005-11-10,-14.4365597
2005-11-11,-14.7530575
2005-11-12,-14.5688229
2005-11-13,-14.5845699
2005-11-14,-14.6422787
2005-11-15,-14.7413082
2005-11-16,-14.750433
2005-11-17,-14.8406734
2005-11-18,-14.8546505
2005-11-19,-14.9121761
2005-11-20,-15.0167599
2005-11-21,-14.9928341
2005-11-22,-14.9752254
2005-11-23,-14.878912
2005-11-24,-14.9517269
2005-11-25,-14.9455929
2005-11-26,-15.0121212
2005-11-27,-15.0514584
2005-11-28,-15.1443539
2005-11-29,-15.2194576
2005-11-30,-15.2886715
2005-12-01,-15.6729488
2005-12-02,-15.1150875
2005-12-03,-15.1895809
2005-12-04,-15.2096004
2005-12-05,-15.3093929
2005-12-06,-15.3732052
2005-12-07,-15.2853756
2005-12-08,-15.466589
2005-12-09,-15.0987606
2005-12-10,-15.197485
2005-12-11,-15.1835079
2005-12-12,-15.1564693
2005-12-13,-15.1584225
2005-12-14,-15.2426205
2005-12-15,-15.3427792
2005-12-16,-15.2990475
2005-12-17,-15.3167782
2005-12-18,-15.1938229
2005-12-19,-15.1756954
2005-12-20,-15.2152462
2005-12-21,-15.321661
2005-12-22,-15.3514767
2005-12-23,-15.3247738
2005-12-24,-15.4393978
2005-12-25,-15.5701046
2005-12-26,-15.6768856
2005-12-27,-15.5108089
2005-12-28,-15.4295712
2005-12-29,-15.5249081
2005-12-30,-15.5834408
2005-12-31,-15.633276
2006-01-01,-15.5571651
2006-01-02,-15.5665951
2006-01-03,-15.4288387
2006-01-04,-15.4671993
2006-01-05,-15.4834347
2006-01-06,-15.5253963
2006-01-07,-15.6491756
2006-01-08,-15.58634
2006-01-09,-15.7218075
2006-01-10,-15.7786922
2006-01-11,-15.7391109
2006-01-12,-15.5861874
2006-01-13,-15.3946285
2006-01-14,-15.3639278
2006-01-15,-15.3284664
2006-01-16,-15.3421078
2006-01-17,-15.096838
2006-01-18,-15.0736141
2006-01-19,-15.0197506
2006-01-20,-14.971014
2006-01-21,-15.118475
2006-01-22,-15.0813656
2006-01-23,-14.9112301
2006-01-24,-14.8498592
2006-01-25,-14.9476681
2006-01-26,-14.9668941
2006-01-27,-14.9515133
2006-01-28,-15.0392818
2006-01-29,-14.8730831
2006-01-30,-14.8669186
2006-01-31,-14.9460201
2006-02-01,-15.425024
2006-02-02,-14.8883419
2006-02-03,-15.0357723
2006-02-04,-14.9334469
2006-02-05,-14.9794064
2006-02-06,-14.9667416
2006-02-07,-14.8689022
2006-02-08,-14.7132015
2006-02-09,-14.65769
2006-02-10,-14.8187313
2006-02-11,-14.7974911
2006-02-12,-14.8235226
2006-02-13,-14.7707882
2006-02-14,-14.896246
2006-02-15,-15.0085812
2006-02-16,-15.2254696
2006-02-17,-15.2333736
2006-02-18,-15.2641964
2006-02-19,-15.4635677
2006-02-20,-15.577734
2006-02-21,-15.7802486
2006-02-22,-15.812048
2006-02-23,-15.7821712
2006-02-24,-15.7655392
2006-02-25,-15.747076
2006-02-26,-15.6387997
2006-02-27,-15.3673153
2006-02-28,-15.3128109
2006-03-01,-15.300909
2006-03-02,-15.2336788
2006-03-03,-15.1916561
2006-03-04,-15.1272335
2006-03-05,-15.2002316
2006-03-06,-15.1572323
2006-03-07,-15.2224178
2006-03-08,-15.1473751
2006-03-09,-15.0752926
2006-03-10,-14.9059505
2006-03-11,-14.7866573
2006-03-12,-14.6312313
2006-03-13,-14.5399837
2006-03-14,-14.6218319
2006-03-15,-14.6758175
2006-03-16,-14.8082027
2006-03-17,-14.8744259
2006-03-18,-14.8971004
2006-03-19,-15.0451412
2006-03-20,-15.0142879
2006-03-21,-14.9164486
2006-03-22,-14.8680477
2006-03-23,-14.9173336
2006-03-24,-14.89118
2006-03-25,-14.876379
2006-03-26,-14.7781734
2006-03-27,-14.6479549
2006-03-28,-14.6579647
2006-03-29,-14.5712337
2006-03-30,-14.553381
2006-03-31,-14.6030331
2006-04-01,-14.6359005
2006-04-02,-14.62113
2006-04-03,-14.523077
2006-04-04,-14.6903744
2006-04-05,-14.7511044
2006-04-06,-14.6677914
2006-04-07,-14.6869564
2006-04-08,-14.7054806
2006-04-09,-14.7140255
2006-04-10,-14.6154842
2006-04-11,-14.5667477
2006-04-12,-14.6689816
2006-04-13,-14.9168148
2006-04-14,-14.8735714
2006-04-15,-14.674963
2006-04-16,-14.4354916
2006-04-17,-14.3317928
2006-04-18,-14.3229733
2006-04-19,-14.7301998
2006-04-20,-14.3215694
2006-04-21,-14.2161007
2006-04-22,-14.1535397
2006-04-23,-14.133215
2006-04-24,-14.1223202
2006-04-25,-14.1048336
2006-04-26,-14.05509
2006-04-27,-14.1031551
2006-04-28,-14.1349239
2006-04-29,-14.0636959
2006-04-30,-14.0691891
2006-05-01,-14.1236629
2006-05-02,-14.1731625
2006-05-03,-14.166235
2006-05-04,-14.0911312
2006-05-05,-14.1330929
2006-05-06,-14.0687923
2006-05-07,-14.0279598
2006-05-08,-13.9946651
2006-05-09,-13.9973507
2006-05-10,-14.13941
2006-05-11,-14.0913448
2006-05-12,-14.0422726
2006-05-13,-14.1448727
2006-05-14,-14.1245785
2006-05-15,-14.1091061
2006-05-16,-14.1669064
2006-05-17,-14.0534115
2006-05-18,-14.0088863
2006-05-19,-13.8669796
2006-05-20,-13.8053036
2006-05-21,-13.7601986
2006-05-22,-13.7794857
2006-05-23,-13.787817
2006-05-24,-13.7186947
2006-05-25,-13.5876522
2006-05-26,-13.453619
2006-05-27,-13.2760677
2006-05-28,-13.2456722
2006-05-29,-13.3589535
2006-05-30,-13.2821407
2006-05-31,-13.3217525
2006-06-01,-13.2936459
2006-06-02,-13.390173
2006-06-03,-13.3547421
2006-06-04,-13.2743587
2006-06-05,-13.1467037
2006-06-06,-13.1526546
2006-06-07,-13.3778744
2006-06-08,-13.1229305
2006-06-09,-13.1116695
2006-06-10,-13.1131039
2006-06-11,-13.0320187
2006-06-12,-12.9352474
2006-06-13,-12.882452
2006-06-14,-13.0593929
2006-06-15,-12.8419857
2006-06-16,-12.7413692
2006-06-17,-12.6698666
2006-06-18,-12.689642
2006-06-19,-12.6752987
2006-06-20,-12.6084042
2006-06-21,-12.5285397
2006-06-22,-12.5205441
2006-06-23,-12.5879879
2006-06-24,-12.5561581
2006-06-25,-12.4694271
2006-06-26,-12.3495541
2006-06-27,-12.1317196
2006-06-28,-12.0016232
2006-06-29,-12.0639095
2006-06-30,-11.9876156
2006-07-01,-11.8794613
2006-07-02,-11.8750668
2006-07-03,-11.9710751
2006-07-04,-11.9368343
2006-07-05,-12.855444
2006-07-06,-11.8999691
2006-07-07,-11.930212
2006-07-08,-11.9765987
2006-07-09,-11.9027767
2006-07-10,-11.9237118
2006-07-11,-11.8787899
2006-07-12,-11.7215939
2006-07-13,-11.6955318
2006-07-14,-11.6774044
2006-07-15,-11.6751766
2006-07-16,-11.7107906
2006-07-17,-11.7974606
2006-07-18,-11.8277645
2006-07-19,-11.8836727
2006-07-20,-11.8906918
2006-07-21,-11.8231869
2006-07-22,-11.8189144
2006-07-23,-11.8029232
2006-07-24,-11.9730892
2006-07-25,-12.1324215
2006-07-26,-12.1065426
2006-07-27,-12.1008053
2006-07-28,-12.1795101
2006-07-29,-12.0989437
2006-07-30,-12.0359554
2006-07-31,-12.0789852
2006-08-01,-12.0462093
2006-08-02,-12.1243343
2006-08-03,-12.2175045
2006-08-04,-12.2832088
2006-08-05,-12.2193966
2006-08-06,-12.0588436
2006-08-07,-12.0063534
2006-08-08,-11.8228207
2006-08-09,-11.7128963
2006-08-10,-11.655859
2006-08-11,-11.7233944
2006-08-12,-11.7928219
2006-08-13,-11.9064999
2006-08-14,-11.951849
2006-08-15,-11.9498653
2006-08-16,-12.017889
2006-08-17,-11.9794979
2006-08-18,-11.9199886
2006-08-19,-11.9441586
2006-08-20,-11.9831905
2006-08-21,-12.0357418
2006-08-22,-12.3263912
2006-08-23,-12.3428097
2006-08-24,-12.403265
2006-08-25,-12.4352779
2006-08-26,-12.4470882
2006-08-27,-12.5274105
2006-08-28,-12.4877377
2006-08-29,-12.5713863
2006-08-30,-12.3382931
2006-08-31,-12.3301449
2006-09-01,-12.2268124
2006-09-02,-12.2255001
2006-09-03,-12.340765
2006-09-04,-12.419714
2006-09-05,-12.5958614
2006-09-06,-12.6756649
2006-09-07,-12.9311581
2006-09-08,-12.8591061
2006-09-09,-12.7261105
2006-09-10,-12.8236446
2006-09-11,-12.8237972
2006-09-12,-13.109869
2006-09-13,-12.6439266
2006-09-14,-12.7038937
2006-09-15,-12.7811642
2006-09-16,-12.7942257
2006-09-17,-12.8718319
2006-09-18,-12.8936214
2006-09-19,-12.878149
2006-09-20,-12.7892513
2006-09-21,-12.7818661
2006-09-22,-12.8999691
2006-09-23,-13.1005306
2006-09-24,-13.1283321
2006-09-25,-13.0087032
2006-09-26,-13.1153316
2006-09-27,-13.1330318
2006-09-28,-13.2821102
2006-09-29,-13.4270992
2006-09-30,-13.5919247
2006-10-01,-13.7103329
2006-10-02,-13.7097225
2006-10-03,-13.6872616
2006-10-04,-13.4687252
2006-10-05,-13.4237423
2006-10-06,-13.4045773
2006-10-07,-13.3973141
2006-10-08,-13.3313046
2006-10-09,-13.4112911
2006-10-10,-13.2803707
2006-10-11,-13.3970394
2006-10-12,-13.4858456
2006-10-13,-13.6216183
2006-10-14,-13.761816
2006-10-15,-13.8394527
2006-10-16,-13.7921505
2006-10-17,-13.7502193
2006-10-18,-13.7843075
2006-10-19,-13.9147396
2006-10-20,-13.9358578
2006-10-21,-13.9007015
2006-10-22,-14.0264339
2006-10-23,-14.0627499
2006-10-24,-14.0276852
2006-10-25,-14.0437984
2006-10-26,-14.0480099
2006-10-27,-14.0851498
2006-10-28,-14.2197323
2006-10-29,-14.2972164
2006-10-30,-14.4030209
2006-10-31,-14.4425106
2006-11-01,-14.7089291
2006-11-02,-14.5827084
2006-11-03,-14.5055904
2006-11-04,-14.5518856
2006-11-05,-14.4103756
2006-11-06,-14.4848385
2006-11-07,-14.4679012
2006-11-08,-14.2793941
2006-11-09,-14.3480282
2006-11-10,-14.3908138
2006-11-11,-14.5498714
2006-11-12,-14.5607052
2006-11-13,-14.6208553
2006-11-14,-14.6770077
2006-11-15,-15.1923275
2006-11-16,-14.6781673
2006-11-17,-14.7385311
2006-11-18,-14.6877193
2006-11-19,-14.7719479
2006-11-20,-14.843298
2006-11-21,-14.9706783
2006-11-22,-15.0518551
2006-11-23,-15.1599178
2006-11-24,-15.1837826
2006-11-25,-15.2552547
2006-11-26,-15.3141232
2006-11-27,-15.4102535
2006-11-28,-15.2970943
2006-11-29,-15.2031612
2006-11-30,-15.2353878
2006-12-01,-15.1126156
2006-12-02,-15.0959835
2006-12-03,-15.0849667
2006-12-04,-15.1619625
2006-12-05,-15.2118893
2006-12-06,-15.2424068
2006-12-07,-15.2168331
2006-12-08,-15.0349789
2006-12-09,-14.9838009
2006-12-10,-15.0206661
2006-12-11,-14.8728695
2006-12-12,-14.9585323
2006-12-13,-15.0900326
2006-12-14,-15.1948605
2006-12-15,-15.1184444
2006-12-16,-15.1331844
2006-12-17,-15.0515499
2006-12-18,-15.1633053
2006-12-19,-15.1644344
2006-12-20,-15.0926571
2006-12-21,-15.0132809
2006-12-22,-14.8924313
2006-12-23,-14.8412228
2006-12-24,-14.8615475
2006-12-25,-14.9278927
2006-12-26,-14.8220577
2006-12-27,-14.7403927
2006-12-28,-14.6921139
2006-12-29,-14.7992916
2006-12-30,-14.7228146
2006-12-31,-14.7466183
2007-01-01,-14.6227474
2007-01-02,-14.6296139
2007-01-03,-14.5731869
2007-01-04,-14.8842525
2007-01-05,-14.6122494
2007-01-06,-14.697546
2007-01-07,-14.6058102
2007-01-08,-14.4979916
2007-01-09,-14.6181393
2007-01-10,-14.8202877
2007-01-11,-14.9046993
2007-01-12,-15.0991268
2007-01-13,-15.2169857
2007-01-14,-15.3266048
2007-01-15,-15.2495785
2007-01-16,-15.2356625
2007-01-17,-15.207037
2007-01-18,-15.1430721
2007-01-19,-15.1908627
2007-01-20,-15.0471554
2007-01-21,-15.0209713
2007-01-22,-15.003149
2007-01-23,-14.9583187
2007-01-24,-15.0366573
2007-01-25,-14.9939632
2007-01-26,-14.9714108
2007-01-27,-14.9578609
2007-01-28,-15.0478878
2007-01-29,-14.8351803
2007-01-30,-14.8992672
2007-01-31,-14.8938961
2007-02-01,-14.9286861
2007-02-02,-14.845892
2007-02-03,-14.7205257
2007-02-04,-14.6901302
2007-02-05,-14.767828
2007-02-06,-15.0431271
2007-02-07,-15.1024837
2007-02-08,-15.1833553
2007-02-09,-15.2937069
2007-02-10,-15.2699642
2007-02-11,-15.3027401
2007-02-12,-15.3569088
2007-02-13,-15.477972
2007-02-14,-15.4191341
2007-02-15,-15.3633785
2007-02-16,-15.2249813
2007-02-17,-15.1935787
2007-02-18,-15.2235165
2007-02-19,-15.2493038
2007-02-20,-15.2185421
2007-02-21,-15.2570553
2007-02-22,-15.4117489
2007-02-23,-15.3341427
2007-02-24,-15.2600155
2007-02-25,-15.2247372
2007-02-26,-15.2597713
2007-02-27,-15.1933651
2007-02-28,-15.0853634
2007-03-01,-15.1585751
2007-03-02,-14.98316
2007-03-03,-14.8881893
2007-03-04,-14.7734432
2007-03-05,-14.6241512
2007-03-06,-14.5496578
2007-03-07,-14.5860958
2007-03-08,-14.969305
2007-03-09,-14.7477474
2007-03-10,-14.7948055
2007-03-11,-14.7463741
2007-03-12,-14.7090511
2007-03-13,-14.9480038
2007-03-14,-15.3744259
2007-03-15,-15.2942867
2007-03-16,-15.2922115
2007-03-17,-15.1767635
2007-03-18,-15.0781918
2007-03-19,-14.9808102
2007-03-20,-14.8865719
2007-03-21,-14.9745846
2007-03-22,-15.0224667
2007-03-23,-14.9606991
2007-03-24,-14.8642941
2007-03-25,-14.8629513
2007-03-26,-14.7595577
2007-03-27,-14.5467281
2007-03-28,-14.4943295
2007-03-29,-14.3693295
2007-03-30,-14.3919125
2007-03-31,-14.4182186
2007-04-01,-14.3577633
2007-04-02,-14.3120785
2007-04-03,-14.3567257
2007-04-04,-14.4904842
2007-04-05,-14.5660458
2007-04-06,-14.6084042
2007-04-07,-14.7058163
2007-04-08,-14.769659
2007-04-09,-14.7511044
2007-04-10,-14.7522335
2007-04-11,-14.997961
2007-04-12,-14.6102047
2007-04-13,-14.5533199
2007-04-14,-14.5005856
2007-04-15,-14.4386959
2007-04-16,-14.3856258
2007-04-17,-14.5027828
2007-04-18,-14.4612789
2007-04-19,-14.4700985
2007-04-20,-14.4464169
2007-04-21,-14.5046444
2007-04-22,-14.5408688
2007-04-23,-14.5427914
2007-04-24,-14.5123653
2007-04-25,-14.9195004
2007-04-26,-14.4372005
2007-04-27,-14.2884274
2007-04-28,-14.2480221
2007-04-29,-14.3551388
2007-04-30,-14.3364315
2007-05-01,-14.3114376
2007-05-02,-14.3029232
2007-05-03,-14.1921749
2007-05-04,-14.2304134
2007-05-05,-14.1681576
2007-05-06,-14.1788998
2007-05-07,-14.1031246
2007-05-08,-14.1722164
2007-05-09,-13.8241024
2007-05-10,-13.6733456
2007-05-11,-13.66889
2007-05-12,-13.6281185
2007-05-13,-13.7215633
2007-05-14,-13.7743282
2007-05-15,-13.797369
2007-05-16,-13.771246
2007-05-17,-13.7497616
2007-05-18,-13.7089291
2007-05-19,-13.6409969
2007-05-20,-13.6162167
2007-05-21,-13.5766964
2007-05-22,-13.6161861
2007-05-23,-13.6132565
2007-05-24,-13.5549984
2007-05-25,-13.5731564
2007-05-26,-13.6528378
2007-05-27,-13.5557613
2007-05-28,-13.4743099
2007-05-29,-13.4782467
2007-05-30,-13.3633785
2007-05-31,-13.419775
2007-06-01,-13.3163815
2007-06-02,-13.3860226
2007-06-03,-13.0325069
2007-06-04,-12.9394283
2007-06-05,-12.931036
2007-06-06,-12.9803524
2007-06-07,-13.098608
2007-06-08,-13.1266232
2007-06-09,-13.2024899
2007-06-10,-13.2534237
2007-06-11,-13.3180599
2007-06-12,-13.197546
2007-06-13,-13.1703548
2007-06-14,-13.1293087
2007-06-15,-12.9638729
2007-06-16,-12.8715572
2007-06-17,-12.7450314
2007-06-18,-12.742651
2007-06-19,-12.7093868
2007-06-20,-12.5635738
2007-06-21,-12.4591427
2007-06-22,-12.5491695
2007-06-23,-12.4585629
2007-06-24,-12.2698421
2007-06-25,-12.0832577
2007-06-26,-12.056097
2007-06-27,-11.9252377
2007-06-28,-11.8793392
2007-06-29,-11.7301388
2007-06-30,-11.7535152
2007-07-01,-11.781744
2007-07-02,-11.7751522
2007-07-03,-11.8814144
2007-07-04,-11.9629574
2007-07-05,-11.9964962
2007-07-06,-11.9722652
2007-07-07,-12.0325375
2007-07-08,-11.9551449
2007-07-09,-11.8728085
2007-07-10,-11.8548946
2007-07-11,-11.9190121
2007-07-12,-11.9178829
2007-07-13,-11.9357357
2007-07-14,-12.0276852
2007-07-15,-12.1050777
2007-07-16,-12.1676388
2007-07-17,-12.2005367
2007-07-18,-12.2143002
2007-07-19,-12.1519833
2007-07-20,-12.1187496
2007-07-21,-12.0684566
2007-07-22,-11.9594479
2007-07-23,-11.9428158
2007-07-24,-11.9437313
2007-07-25,-12.0007687
2007-07-26,-12.0460262
2007-07-27,-11.9982357
2007-07-28,-11.9574337
2007-07-29,-12.0332394
2007-07-30,-12.0038509
2007-07-31,-11.9292049
2007-08-01,-11.9773617
2007-08-02,-11.8542233
2007-08-03,-11.7597103
2007-08-04,-11.8445492
2007-08-05,-11.8738766
2007-08-06,-11.786993
2007-08-07,-11.631567
2007-08-08,-11.6815243
2007-08-09,-11.6652279
2007-08-10,-11.6532345
2007-08-11,-11.6248531
2007-08-12,-11.6114254
2007-08-13,-11.6302242
2007-08-14,-11.7748165
2007-08-15,-11.7595577
2007-08-16,-11.8219051
2007-08-17,-11.7893734
2007-08-18,-11.7205257
2007-08-19,-11.7731686
2007-08-20,-11.7361202
2007-08-21,-11.8192501
2007-08-22,-12.0348568
2007-08-23,-12.1782894
2007-08-24,-12.1460323
2007-08-25,-12.079504
2007-08-26,-12.2563839
2007-08-27,-12.2914181
2007-08-28,-12.3098202
2007-08-29,-12.4281368
2007-08-30,-12.4733334
2007-08-31,-12.5159054
2007-09-01,-12.6033688
2007-09-02,-12.6419735
2007-09-03,-12.6148129
2007-09-04,-12.6419125
2007-09-05,-12.5608883
2007-09-06,-12.5488949
2007-09-07,-12.6357174
2007-09-08,-12.6870174
2007-09-09,-12.6518612
2007-09-10,-12.6258297
2007-09-11,-12.7292538
2007-09-12,-12.7663631
2007-09-13,-12.8161983
2007-09-14,-12.843359
2007-09-15,-12.9566402
2007-09-16,-13.0607967
2007-09-17,-13.1578426
2007-09-18,-13.1225338
2007-09-19,-13.0518856
2007-09-20,-13.0860958
2007-09-21,-13.1474361
2007-09-22,-13.2584286
2007-09-23,-13.3290768
2007-09-24,-13.2870235
2007-09-25,-13.1934566
2007-09-26,-13.0559444
2007-09-27,-13.1610165
2007-09-28,-13.1380062
2007-09-29,-13.0924129
2007-09-30,-13.135931
2007-10-01,-13.2867184
2007-10-02,-13.4180965
2007-10-03,-13.4446468
